txn_id,acc_from,acc_to,amount,txn_time
30165,1,7788,55032,225455
30166,1,9944,68248,314100
30167,2,2821,21968,325660
30168,2,351,89068,143642
30169,78,8741,41623,292178
30170,2,6263,50346,76369
30171,1,1451,23418,33199
30172,1,5002,6404,135494
30173,1,4869,45707,137098
30174,1,1389,40862,15982
30175,9,8579,86676,125709
30176,12,8824,37011,341579
30177,1,7371,16438,84971
30178,3,2021,10162,211252
30179,45,9560,32718,169669
30180,44,475,22616,135476
30181,2098,1469,33809,242755
30182,2,4909,10546,304005
30183,1,8856,18760,219513
30184,5,2566,70202,18703
30185,1,9911,96144,66100
30186,13,112,89648,225950
30187,1,9979,16410,58888
30188,1,8796,87134,345544
30189,6,784,6661,328956
30190,1,3517,21135,286963
30191,6,5606,28075,55241
30192,2,6168,68702,305754
30193,3361,7579,10184,335396
30194,6,4893,72914,39424
30195,3,3506,41461,216775
30196,16,9031,141,364040
30197,15,8396,10137,348478
30198,1,4265,19897,174292
30199,1,3390,99210,81024
30200,1,2711,82550,152472
30201,2,2156,48079,210145
30202,4,2199,55521,327074
30203,2574,8970,64507,1207
30204,1,8488,40342,11616
30205,1,2665,5468,310625
30206,4,4036,82959,4139
30207,1,3561,45031,347619
30208,1,1362,25831,189143
30209,114,5897,25210,208488
30210,2,8768,17293,355737
30211,14,3492,80842,245489
30212,997,8444,68073,130192
30213,19,6608,96961,198562
30214,1,4622,6577,41592
30215,2,2805,44795,46446
30216,1,9757,89157,170298
30217,35,1515,30637,185778
30218,6,817,36824,354762
30219,17,7898,94179,151504
30220,1,3495,5814,263599
30221,5,1396,89242,41875
30222,1,2605,37691,65186
30223,4,9985,37906,298948
30224,1,9940,23490,356156
30225,1,5445,44755,300915
30226,5,4956,17350,12490
30227,5,1185,82850,54091
30228,440,8888,38453,34422
30229,2,646,56439,113457
30230,34,5767,49387,50043
30231,41,8331,56484,47811
30232,1,8692,74634,44432
30233,2,4655,20154,56653
30234,1,9541,14103,189391
30235,19,7098,39184,145876
30236,1,2971,11527,364766
30237,4,4528,49265,252337
30238,6,6279,81667,273759
30239,2,2048,92507,180220
30240,1,4399,336,262465
30241,1,1270,26389,231358
30242,1,4586,93627,136195
30243,6,3761,24479,37607
30244,4,1571,84177,134531
30245,6,2790,37329,112339
30246,16,7833,26520,169131
30247,1,9085,36391,34215
30248,1,1068,45449,103626
30249,1,7849,89236,286321
30250,43,3237,7358,11709
30251,1,6135,62227,310394
30252,9,1427,798,108589
30253,2,1153,91915,294113
30254,1,3614,52358,227755
30255,1,4932,84305,62595
30256,20,372,95821,181824
30257,2,1582,59288,362071
30258,1622,2266,30835,324861
30259,1,6313,72666,341242
30260,6,1645,48937,345807
30261,2,9315,90030,133136
30262,1,6929,75542,36260
30263,10,1493,54252,191810
30264,20,67,58881,231054
30265,1,5610,40919,134002
30266,4,3449,29983,6302
30267,1,2773,25638,70202
30268,6,1481,57529,193747
30269,10,7827,45616,93698
30270,1,585,60265,24731
30271,1,9098,19286,239461
30272,2,9478,84022,184718
30273,10,9763,1444,25945
30274,2,7416,77380,57691
30275,13,2471,47883,10459
30276,42,5017,99289,143088
30277,57,382,43609,147395
30278,1,9497,56927,84012
30279,1,987,87072,285412
30280,49,5384,64787,229427
30281,2,6839,66537,298456
30282,12,2127,12703,85798
30283,3,8842,84212,8635
30284,1,3605,80287,178169
30285,3,9746,6545,29762
30286,1,8655,59015,359226
30287,1,2365,967,103399
30288,1,7338,95304,188654
30289,1,1127,87378,361700
30290,464,2893,30243,22126
30291,9,427,15388,281500
30292,7,514,25529,239544
30293,2,8367,58243,280271
30294,1,4754,51396,216329
30295,1,6916,61847,319944
30296,14,1951,98357,105747
30297,3,298,8642,44238
30298,1,8485,85511,59871
30299,31,2026,80273,91549
30300,1,193,29779,251881
30301,3,8026,48538,357776
30302,2,293,65941,116243
30303,27,1536,65407,323308
30304,1,7885,64029,209157
30305,1,2880,46932,147232
30306,3,1857,57918,58662
30307,6,718,91116,337321
30308,2,5624,10252,342707
30309,14,248,38964,253473
30310,5,7923,1526,229375
30311,2,2702,44266,271978
30312,1,9677,86550,108395
30313,1,7224,90693,190389
30314,1,5652,17616,171959
30315,1,5635,2099,312397
30316,1,2313,50117,326646
30317,5,4458,1265,287232
30318,16,9010,13610,81510
30319,1,1090,39579,122839
30320,1,8257,32125,37045
30321,1,705,76539,61962
30322,1,8064,15939,16641
30323,56,643,4502,2473
30324,19,938,16165,264935
30325,1,7862,50026,144144
30326,4,5391,4830,277871
30327,4,5290,85531,345023
30328,1,530,69639,287698
30329,1,472,94805,246735
30330,2,836,23225,267120
30331,1,6077,48465,186630
30332,5,8310,6055,305231
30333,1,8206,50720,71844
30334,1,2189,77430,154471
30335,2,8092,53095,212245
30336,5,7620,39544,306488
30337,2,1147,46489,132546
30338,1,5781,64686,65592
30339,36,7819,39665,288499
30340,1,1072,23523,7381
30341,5,360,84696,105391
30342,1,8432,83344,119939
30343,1,3081,68551,358595
30344,9,3078,10374,258146
30345,13,1171,31019,231823
30346,11,4732,78474,273627
30347,30,817,91800,210095
30348,1,2671,21535,359573
30349,160,8282,96619,139363
30350,2,95,73494,306400
30351,1,2101,57470,37544
30352,81,773,4523,114506
30353,1,8385,61635,146994
30354,1,9665,14913,269721
30355,1,298,52496,242989
30356,16,2097,47814,175423
30357,42,9185,10608,158888
30358,3,643,13279,91070
30359,3,8883,13468,187983
30360,11,8426,4753,92691
30361,3,8209,4017,140698
30362,1,4948,47502,197492
30363,1,8629,95884,59879
30364,3,2976,58617,204059
30365,1,4690,29804,358229
30366,1,342,36447,181166
30367,3,3904,39360,162296
30368,41,1756,8865,82470
30369,5,7920,66198,298567
30370,1,7830,45467,118941
30371,3,5345,74703,59852
30372,37,1757,16646,271213
30373,1,1622,56766,6152
30374,1,5017,57653,135393
30375,35,6702,37336,323558
30376,4,3052,84105,302916
30377,5,4072,43612,29580
30378,1,9488,57675,126115
30379,29,8279,34551,282712
30380,7,3167,90275,350944
30381,1,6832,17953,59289
30382,1,9414,64261,167247
30383,3,3235,93249,105164
30384,1,4151,23555,112724
30385,3,1142,2129,324778
30386,5,9916,97443,82460
30387,2,8574,62640,54277
30388,1,4278,65835,188941
30389,2,929,95278,211469
30390,35,4917,50780,210349
30391,2,1518,69296,282261
30392,1,1338,19848,221244
30393,9,2944,16569,3737
30394,15,5644,19709,132304
30395,1,2324,39340,141368
30396,1,699,66066,342098
30397,2,6853,45765,234368
30398,1,4028,16277,294954
30399,8,6982,77882,11166
30400,1,1979,39603,129690
30401,21,388,51312,49902
30402,1,8442,35762,232817
30403,48,380,62384,25384
30404,23,5006,88176,92651
30405,94,169,28359,232291
30406,6,4353,92131,116110
30407,14,7713,44751,116552
30408,32,7616,13858,243557
30409,7,5706,27670,237059
30410,1,8485,65492,149382
30411,1,430,83610,198403
30412,1,1641,96472,26293
30413,5,6463,90361,165191
30414,1,1405,45613,123648
30415,5,9592,43268,78798
30416,2,9223,30695,117055
30417,1,6277,8905,254473
30418,5,1071,35969,321841
30419,5,2356,39081,215838
30420,1,7282,8485,73584
30421,1,3434,82901,129635
30422,2,7083,23152,19432
30423,102,7544,74663,65327
30424,30,8696,6508,318988
30425,1,3522,83103,129667
30426,1,1194,51667,262337
30427,3,6777,20037,240269
30428,51,8559,17373,42182
30429,3,8441,30416,25009
30430,1,1972,61072,273418
30431,2,213,55833,197791
30432,1,2747,50586,291331
30433,63,1732,10864,102275
30434,2,6917,93579,241852
30435,1,7295,83297,310861
30436,1,3221,40745,336918
30437,19,5585,4821,101986
30438,4,5935,33096,236368
30439,2,5391,82169,301674
30440,1,4607,72545,153890
30441,1,2930,14937,228177
30442,2,2099,94607,349899
30443,1,2050,53752,282420
30444,8,8154,72843,212089
30445,6,2491,7725,226219
30446,1,1037,26849,46683
30447,2,3033,21542,17240
30448,18,6876,81086,39795
30449,2,1902,2849,227912
30450,1,4142,98516,1073
30451,2,6747,29680,267246
30452,1,4024,70296,319273
30453,3,3081,27111,154687
30454,1,9135,58061,194420
30455,1,4678,28169,182712
30456,20,7781,15122,160419
30457,1,7698,30632,59681
30458,35,504,57713,111914
30459,1,1623,93236,158411
30460,2,2160,90845,317535
30461,4,4182,38482,357422
30462,1,6416,82978,248410
30463,1,1816,22808,70829
30464,18,4432,94187,289541
30465,2,418,79829,129261
30466,3,2180,43883,42828
30467,2,3627,20674,28140
30468,1,6838,25426,144007
30469,1,5307,61101,105917
30470,108,7330,37342,68209
30471,44,1906,62804,188644
30472,1,5702,86622,220620
30473,49,9644,55040,209780
30474,4,8033,17347,332282
30475,4,5093,78286,292214
30476,178,6519,98611,101671
30477,4,8074,75775,198716
30478,6,5938,52963,340645
30479,1,1179,16679,43337
30480,1,4007,66838,309145
30481,3,7318,2030,321033
30482,3,8442,60048,4392
30483,74,4817,98805,153708
30484,3,3402,62122,33818
30485,1548,1954,80845,203613
30486,1589,5420,81105,151266
30487,1,2102,58027,125915
30488,1,3490,30982,210952
30489,1,1555,85642,158270
30490,2,9615,38552,360115
30491,1,5621,44000,353326
30492,4,527,66896,146455
30493,540,1889,68881,44046
30494,1,8168,112,355943
30495,1,3172,14700,95829
30496,163,902,62412,105566
30497,167,4253,96188,126569
30498,1,2541,10806,46966
30499,1,6254,67905,222783
30500,2,9140,41110,317021
30501,1,1290,46819,294860
30502,8,7125,1666,225085
30503,1,130,58198,240423
30504,36,3689,91084,357981
30505,1,2787,86187,89549
30506,1181,5035,52793,363012
30507,5,7976,3454,152511
30508,1,5023,34268,24055
30509,10,4285,69821,185836
30510,16,7890,84574,334765
30511,3,6638,24609,169303
30512,42,1470,50321,68464
30513,5,458,57684,124291
30514,5,6607,5043,212753
30515,6,5797,74921,259265
30516,1,8396,66321,342860
30517,29,9769,59795,115861
30518,3,8278,27090,135763
30519,160,4540,69141,88877
30520,2,2836,8519,84216
30521,1,7943,61261,12852
30522,1,9005,5995,21660
30523,1,6624,87929,80762
30524,13,5558,97910,103133
30525,12,3436,4934,114324
30526,92,4336,47453,333488
30527,2,4902,76013,150266
30528,6,4739,17009,82720
30529,1,8303,58561,67803
30530,10,7160,41487,137077
30531,1,8834,57250,26246
30532,3,9370,21364,178444
30533,1,8795,79886,290024
30534,1,6202,19507,99440
30535,25,4822,71258,117125
30536,1,3315,23861,41476
30537,2,645,66705,84589
30538,2,6825,93412,294576
30539,1,3410,47812,52308
30540,4,394,52642,321073
30541,1,7633,63686,265014
30542,4,175,95772,184147
30543,2,1964,16718,350493
30544,2,8319,66493,35040
30545,2,9382,52999,135688
30546,1,9769,98580,65754
30547,1,5214,14963,154334
30548,8,7225,2803,48255
30549,1,537,23540,268589
30550,8,5693,93547,238465
30551,1,170,11067,234190
30552,2,2450,20568,341399
30553,2,9062,79288,311611
30554,3,7697,30725,183767
30555,6,9541,81381,246807
30556,2,7460,26992,256261
30557,3,4998,73842,70184
30558,2785,2726,62084,122450
30559,10,3091,97373,314358
30560,66,2543,32072,309605
30561,10,4949,51514,337619
30562,1,53,97569,280804
30563,93,8368,85101,202333
30564,1,2658,77837,6338
30565,244,8949,90403,52801
30566,8,5089,57642,269540
30567,22,272,35616,188511
30568,1,5358,31555,6918
30569,1,3365,21957,140806
30570,1,9571,41799,281463
30571,1,5220,78264,251811
30572,16,5984,47234,127540
30573,3,3708,31856,313612
30574,1,8654,65188,329978
30575,2,3233,15004,151782
30576,1,4516,78043,27113
30577,1,2152,39187,318877
30578,39,4688,31502,363097
30579,8,279,58873,249130
30580,5,8764,91549,232830
30581,1,6001,78897,322866
30582,1,3769,70291,114489
30583,3,9663,87278,13812
30584,46,9079,53800,38117
30585,1,5298,9102,215666
30586,1,2133,3712,267196
30587,1,9289,82876,6623
30588,180,7964,80977,343871
30589,7,8464,48267,350905
30590,67,832,20563,37627
30591,1,9882,5465,300942
30592,30,3963,80166,70434
30593,1,5042,52104,105373
30594,1,750,91745,29078
30595,5,604,77277,159315
30596,15,6907,26663,72754
30597,1,9062,321,321814
30598,1,9802,71167,79421
30599,1,3279,37594,345144
30600,1,7636,53394,88863
30601,2,8160,50446,246387
30602,2,4878,21965,228781
30603,2,8541,65198,62179
30604,1,9061,60519,11914
30605,1,8263,71373,137910
30606,1,4519,13282,161304
30607,1,3402,90793,37210
30608,1,5913,29133,272182
30609,3,9794,74070,306916
30610,1,7248,95312,328824
30611,1,3867,59419,239547
30612,2,7889,34828,237782
30613,2,2852,60956,118038
30614,1547,5668,15715,29528
30615,43,7340,12037,352545
30616,3,4332,5871,336838
30617,6,5160,21625,167850
30618,2,493,83282,92142
30619,15,4232,36452,265746
30620,2,1211,92286,162034
30621,8,5716,97567,92355
30622,22,1946,22943,40119
30623,34,8243,15626,348068
30624,10,8778,43948,342420
30625,2,2410,33127,77025
30626,16,9142,56838,304661
30627,9,6277,30634,98370
30628,381,5214,48947,328872
30629,1,9135,91028,118290
30630,1,4119,59937,72745
30631,1,3966,14078,216412
30632,1,8121,8102,328465
30633,3,1015,70230,250093
30634,51,6059,83756,328295
30635,1,6860,40393,193900
30636,2430,6672,5406,26891
30637,1,2564,50457,133874
30638,62,5548,14965,150963
30639,4,9432,66093,165851
30640,1,2646,98215,109286
30641,1,9098,79410,167284
30642,1,5243,4577,132230
30643,1,9152,67897,224169
30644,81,2438,1436,259697
30645,5,7049,94787,6906
30646,1,9409,26524,56885
30647,101,4205,47385,251725
30648,1,1625,49461,19775
30649,2,36,71187,14680
30650,3,6916,83280,332354
30651,3,5694,66177,261215
30652,19,5252,50158,134096
30653,1,6491,17005,269204
30654,2,446,1670,158989
30655,172,99,71649,214165
30656,59,5719,32539,282930
30657,11,8684,8288,330507
30658,26,2526,51372,73401
30659,3,8909,58917,182396
30660,1,6429,17607,90380
30661,3,7554,57764,205899
30662,113,8409,33584,311737
30663,1,9953,19870,220036
30664,9,2934,24496,323502
30665,3,1292,27171,316183
30666,2,1591,19992,55869
30667,5,6287,89832,162716
30668,1,1880,69190,48101
30669,1,4559,64040,125921
30670,282,8293,38699,280004
30671,1,3699,83360,87341
30672,2,3546,83546,114882
30673,1,1125,38321,328621
30674,40,6691,37193,299412
30675,2,8357,92770,36936
30676,2,4701,37831,141670
30677,1,322,41851,356664
30678,11,7920,85082,141946
30679,2,7174,66421,92669
30680,1,262,14641,37484
30681,1,15,88309,87132
30682,4,4963,24354,239891
30683,2,660,55563,223266
30684,4,7265,33015,363684
30685,18,1259,44222,202809
30686,1,592,27310,229726
30687,10,4348,84905,111983
30688,2,5857,79718,321192
30689,1,9316,95660,341533
30690,5,2331,24308,247137
30691,5,3563,17527,210452
30692,20,8752,48919,302235
30693,13,6616,26422,151277
30694,22,4380,43687,209687
30695,153,1781,67951,83864
30696,1,169,74554,359273
30697,10,384,65426,161505
30698,28,6166,96229,323238
30699,2,897,18197,342984
30700,238,7638,83227,91502
30701,1,5147,49479,18808
30702,14,449,57534,361798
30703,286,1308,6652,276659
30704,17,5743,63215,294159
30705,11,122,40357,24046
30706,2,404,98261,215206
30707,2,5922,97745,199195
30708,3,7792,87071,106553
30709,2,4790,90717,19528
30710,12,5453,75429,64430
30711,1,3674,94810,264939
30712,1,8984,26115,73338
30713,1,7704,27850,239521
30714,2,9174,24409,349764
30715,1,8107,49970,221138
30716,1,6340,63050,247125
30717,5,7522,79277,85212
30718,49,419,18685,279038
30719,1,2434,43500,291378
30720,1,9278,37808,158418
30721,4,1675,6680,232979
30722,1,168,41393,37513
30723,2,670,79120,328777
30724,1,1246,91979,271495
30725,10,7570,70655,328756
30726,1,809,70127,259653
30727,11,7484,70356,90387
30728,13,9906,62967,45116
30729,1,3833,6414,90928
30730,7,3854,27251,141582
30731,8,111,94798,230396
30732,2,5944,66348,253637
30733,1,1036,18408,109269
30734,1,7580,86600,229841
30735,84,6231,57169,241307
30736,2,3555,23851,303039
30737,13,4137,5086,214024
30738,108,2145,67170,107266
30739,1,4193,10478,185817
30740,25,7906,18614,139043
30741,1,4081,66136,15385
30742,1,7963,72630,133005
30743,3,1436,33570,129544
30744,1,6318,74875,147943
30745,13,3296,74648,164387
30746,1,1253,41661,183580
30747,1,896,84102,342469
30748,1,6142,56065,221728
30749,200,2318,69127,99211
30750,2,568,6991,219977
30751,1,7480,91147,263142
30752,4,340,51427,213404
30753,2,709,20586,147997
30754,1,2722,71574,23868
30755,1,6530,12467,228321
30756,7,9493,62190,27926
30757,1,6900,80687,7982
30758,13,8727,41993,163681
30759,16,8825,98331,213782
30760,2,3054,86511,207523
30761,2,2741,65350,333046
30762,1,3740,80774,259660
30763,32,6513,21899,125640
30764,16,4637,58868,124197
30765,1,1545,31291,345425
30766,3,5964,19617,152156
30767,1,9948,91923,266583
30768,2,2346,18467,322515
30769,1,7858,8393,198172
30770,2,9712,4975,114960
30771,43,8526,64239,270615
30772,1,6367,3910,301813
30773,1,1491,74009,260799
30774,1,8859,23908,74735
30775,1,8374,39642,109810
30776,6,3173,20316,284100
30777,2,9359,26379,307628
30778,1863,4774,93189,12178
30779,9,2685,60343,305053
30780,1,5743,39390,170164
30781,1,3079,57199,57277
30782,7402,4422,62527,246740
30783,1,4752,42796,241502
30784,1,4025,78697,308524
30785,1,5161,66122,74482
30786,5,1769,19453,302987
30787,1,6722,30943,6349
30788,2,2097,72373,3346
30789,15,5138,49703,297074
30790,1,3909,15301,19921
30791,54,3165,48240,151208
30792,1,1873,16779,98790
30793,8,273,53107,194658
30794,1,1776,67429,46483
30795,1,3309,28238,273282
30796,3,2820,70599,87733
30797,1,3277,93368,230986
30798,1,3315,28462,155707
30799,1,3154,88533,88549
30800,1,2157,77720,126164
30801,2,3067,35111,165202
30802,4,8319,6779,335210
30803,1,296,18192,242427
30804,8,4565,87964,39442
30805,2,4102,59636,364193
30806,1,1414,50441,55314
30807,2,7318,89467,290075
30808,27,5236,64742,111561
30809,1,5010,68993,285908
30810,11,9439,73218,146731
30811,286,5621,95980,346598
30812,1,8770,15369,75830
30813,15,481,42260,331134
30814,4673,237,86022,267598
30815,17,6404,39041,30179
30816,1,2285,90267,23879
30817,3,204,27685,46963
30818,1,9428,69002,35033
30819,1,7030,29168,352893
30820,10,5518,68624,26120
30821,1,4984,92680,88771
30822,1,2767,25132,76553
30823,1,6067,46741,199620
30824,5,2612,36905,161840
30825,1,5445,66618,152876
30826,1,8677,23407,52060
30827,5,8155,6440,120293
30828,4,430,22540,144576
30829,5,3044,11196,64544
30830,4,6793,8047,14938
30831,1,473,35192,296400
30832,17,3779,55038,293269
30833,1,5676,8685,310633
30834,6,5158,1162,158662
30835,62,9114,93121,291410
30836,1,8099,50910,167676
30837,4,3815,39473,162154
30838,2,3300,49927,125257
30839,15,9864,10660,265047
30840,11,5327,27381,242395
30841,1,7624,29060,276973
30842,3,8214,93606,39637
30843,2,7192,95242,79159
30844,2,3766,85553,47327
30845,1,4985,77356,116427
30846,2,8441,60464,232697
30847,3,6832,58302,125853
30848,4,6030,98856,204919
30849,1,2492,68369,168150
30850,3,1650,16302,109566
30851,2,4076,32848,52047
30852,3,1209,49710,81138
30853,1,4319,88202,363790
30854,5,549,76857,5825
30855,15,9846,59846,162340
30856,22,3708,28211,216276
30857,2,2901,49800,195163
30858,1,5878,93043,165108
30859,44,2100,7172,94052
30860,1,9578,88199,130174
30861,1,5815,52158,136900
30862,2,7779,57641,68305
30863,1,6951,96397,349181
30864,7,2313,91039,192425
30865,1,2517,21550,300478
30866,4,8035,5851,38180
30867,14,9163,94128,327800
30868,5,5261,93585,282577
30869,3,3164,70067,208863
30870,1,9920,17606,362220
30871,2,3056,26549,121026
30872,5,9777,75124,182400
30873,1,8845,79687,280146
30874,10,2159,29352,167656
30875,1,9039,1511,131961
30876,6,1428,77826,108438
30877,2,9406,38740,203577
30878,2,9110,84662,362670
30879,1,8936,29183,152040
30880,21,2117,31507,108909
30881,115,7016,93270,18895
30882,2,2373,50234,130644
30883,4,3900,51618,181754
30884,6,2935,89582,101496
30885,2,5149,37953,256958
30886,1,7546,33408,80685
30887,9,4775,22222,88516
30888,3,7349,60911,280498
30889,1,9995,13498,70828
30890,1,1056,25407,312593
30891,3,4551,17818,194850
30892,1,5577,11715,43928
30893,1,4670,30625,21376
30894,1,5733,14016,254924
30895,24,3764,82251,165111
30896,807,2431,1275,58269
30897,11,2220,90914,109522
30898,4,7677,61130,262509
30899,66,4843,66991,322008
30900,83,5908,18631,284458
30901,2,3041,87870,96579
30902,15,4027,45587,9323
30903,18,260,4566,157703
30904,3,2754,24127,207457
30905,5,1502,63921,235487
30906,28,2276,4050,312508
30907,1,2708,48133,323551
30908,13,6217,46185,62143
30909,3,2802,96044,130755
30910,4,7712,77313,102575
30911,873,3510,76117,252503
30912,74,1781,6584,230852
30913,3,8708,3733,218076
30914,1,3387,78700,143836
30915,2,1976,81461,182848
30916,1,6403,9369,117384
30917,1,3545,16121,277137
30918,11,3895,57901,273640
30919,4,4210,85076,203949
30920,1,760,56026,60966
30921,6,3441,94891,70754
30922,3206,2629,84307,20633
30923,5821,4131,1507,4604
30924,2,8922,40367,267307
30925,2,1196,44696,296240
30926,4,3175,59960,11452
30927,2,3148,23925,311961
30928,1,7935,15110,2193
30929,27,3054,49323,27315
30930,25,1075,5307,157388
30931,2,2183,54818,289835
30932,1,4305,15987,110964
30933,14,3290,20479,255573
30934,2,5774,90155,342867
30935,2,2415,59565,251250
30936,11,1943,34439,275368
30937,2,5471,37704,107625
30938,5,9436,65582,43538
30939,1,6513,53806,122352
30940,372,3828,55524,343698
30941,2,3429,6137,297109
30942,32,3644,4432,236237
30943,4,9800,30709,93049
30944,7,1882,42401,149460
30945,1,6190,98316,143054
30946,4,8534,97946,171030
30947,56,8323,73133,18909
30948,4,9339,77281,295251
30949,1,8030,7956,210551
30950,1,9755,1766,336604
30951,3,3260,8773,194858
30952,1,3590,6559,238189
30953,286,3773,65140,210592
30954,4,7739,54332,281764
30955,10,5569,95181,20060
30956,1,1383,78997,208939
30957,5,9861,78123,321829
30958,3,8049,8083,222969
30959,1,183,57003,130973
30960,3,4866,63180,100715
30961,2,4744,3135,131211
30962,2,6073,66858,29388
30963,2,4019,15740,267389
30964,8,9389,4447,123206
30965,11,3979,61632,351403
30966,1,3912,29212,334559
30967,2,704,9834,170371
30968,5,3258,24283,215970
30969,10,2549,49728,162005
30970,7,6748,98815,341293
30971,1,4957,94320,311362
30972,1,2089,9981,210616
30973,36,5989,5872,49948
30974,30,9289,20609,72692
30975,2,675,6016,140803
30976,9,7936,97155,248891
30977,4,123,81986,154333
30978,56,7645,39882,129158
30979,5,7737,88094,220899
30980,6,2374,51958,279713
30981,3,6136,63682,357273
30982,202,1158,41573,309219
30983,1,5493,17939,229041
30984,3,347,94847,110375
30985,1,621,638,264782
30986,252,9990,89246,142043
30987,1,2383,19436,146168
30988,1,5018,29593,309542
30989,1,557,44091,171376
30990,2,7875,82183,265675
30991,3,5922,79682,90068
30992,1,2165,27121,333809
30993,1,9350,33183,64677
30994,3,8432,40166,225499
30995,1,1835,9524,16070
30996,1,9342,50246,361196
30997,2,8460,3887,334016
30998,7,1161,39187,79072
30999,22,7706,90739,138413
31000,1,2602,25030,127765
31001,337,8962,85189,260270
31002,10,4497,59219,85154
31003,35,4487,48127,27669
31004,2,1617,62038,353751
31005,1,9225,49560,171532
31006,1,3253,71957,294737
31007,1,8562,84669,91597
31008,2,1126,1448,126614
31009,2,6715,14249,127976
31010,5,9553,97136,293128
31011,9,8449,63216,270290
31012,1,9290,76508,192821
31013,2,3228,92398,252140
31014,3,905,79619,116859
31015,1,3370,39690,82725
31016,337,924,48089,12813
31017,3,4605,56235,29417
31018,1,7591,53632,68513
31019,2,8092,50135,195748
31020,6,382,87868,96124
31021,1,251,4082,81667
31022,4,2417,24677,80725
31023,15,5073,42305,101307
31024,1,5892,46841,6651
31025,4,4080,42502,230201
31026,10,7829,59687,209972
31027,1,7840,12582,209331
31028,3655,7035,94896,19501
31029,6,3536,7598,163399
31030,1,75,62142,102004
31031,1,4081,71789,131252
31032,1,3604,76030,330097
31033,18,5590,35534,87651
31034,1,586,77598,87830
31035,2,4082,14975,8599
31036,2,3811,75598,250244
31037,1,1609,67510,167404
31038,1,8675,2202,73501
31039,16,8542,12597,196480
31040,7,5927,64764,101149
31041,4,2126,44983,186627
31042,1,8617,13116,279250
31043,1,3427,61007,353117
31044,2,7683,52501,233336
31045,309,6171,47532,33052
31046,2778,5751,98001,43199
31047,4,1078,52237,348461
31048,1,6744,22181,314054
31049,1,5201,26114,99366
31050,21,9685,68658,207755
31051,9,7811,58238,159710
31052,3,7263,49117,212376
31053,1,1840,27988,222039
31054,1,575,13979,196987
31055,62,6695,17608,194719
31056,34,2757,13642,241813
31057,1,9060,85850,214898
31058,1,9638,28345,24736
31059,1,4118,60612,56212
31060,2,5517,68576,31822
31061,39,1030,15474,195057
31062,1,8221,44605,267161
31063,31,6315,67835,137469
31064,7,9100,14337,35503
31065,12,15,521,194511
31066,1,5826,99045,57324
31067,17,937,51124,183779
31068,47,7012,58029,180970
31069,11,8598,61110,258211
31070,5,9580,46145,273656
31071,3,5810,31585,8164
31072,7630,9335,53555,77791
31073,9,9500,64618,81851
31074,51,2781,58289,26783
31075,2,2369,5754,165933
31076,19,6457,285,144855
31077,6,3216,68429,2106
31078,2,1616,73388,54421
31079,14,9841,28110,229153
31080,25,3295,10000,75370
31081,1,8870,71357,207713
31082,2,3662,11572,228777
31083,2,3884,45438,326017
31084,1,7732,21695,354657
31085,1,2951,34703,363277
31086,1,2522,65184,4055
31087,3,8353,80290,216618
31088,5,8331,83304,308006
31089,1,3040,65043,110954
31090,13,1464,17191,261098
31091,8,1556,47804,200330
31092,2,9794,26256,142763
31093,19,4011,10712,308195
31094,1,1474,26704,272961
31095,1,3111,56079,187334
31096,1,5344,24173,214162
31097,552,8567,21583,65895
31098,117,6964,28583,233868
31099,2,3834,42293,157395
31100,98,7340,51493,75373
31101,24,3259,80251,158246
31102,2,1503,92258,261362
31103,4,838,95922,325349
31104,4,980,39378,254362
31105,1,7949,89438,15885
31106,2,1576,8723,213896
31107,1,9183,62699,281483
31108,247,3566,30528,130757
31109,2,834,14960,318073
31110,1,9011,49285,258358
31111,1,2347,88905,90830
31112,2,5385,56472,345723
31113,24,1288,14390,83560
31114,2,263,49177,37681
31115,1,4151,58412,342118
31116,1,5790,69925,351447
31117,2,7715,48350,100952
31118,1,6336,99665,319343
31119,70,7597,60689,361106
31120,12,4650,9157,50004
31121,1,7369,34359,280767
31122,1,3238,30108,257123
31123,577,5488,48731,30364
31124,1,2237,31869,240634
31125,3,6705,81877,308020
31126,1,8305,76866,150884
31127,4,507,78424,124772
31128,1,2252,93536,49663
31129,34,5817,1591,71316
31130,1,1863,3181,94549
31131,10,2193,36806,345380
31132,1,1936,36194,298836
31133,2,6076,59442,118479
31134,2,868,32376,289543
31135,22,9377,97444,288348
31136,5,8459,30135,358330
31137,1719,8268,96306,247945
31138,41,3089,67684,162647
31139,2,1476,31639,142921
31140,55,3083,91095,168228
31141,1,8490,55698,61146
31142,1,8137,40832,243984
31143,5,7363,5310,97980
31144,50,69,46761,130130
31145,55,1762,47014,150134
31146,5,5627,81933,116183
31147,10,6721,38773,51605
31148,1,7169,55320,106190
31149,65,2110,75071,116637
31150,147,5515,44649,221752
31151,3,5670,69235,299234
31152,1,3054,40058,222550
31153,1,8154,30018,67213
31154,53,8045,43534,277288
31155,1,5476,15909,147199
31156,49,3841,33229,348501
31157,1,6233,26556,116400
31158,67,333,10564,287098
31159,3,6965,2011,196355
31160,32,932,49093,341752
31161,10,5454,59917,120030
31162,6,9255,99919,348169
31163,2,7252,92455,89217
31164,2,7236,46224,288202
31165,367,8243,65408,364681
31166,2,1422,9617,81267
31167,4,7828,81311,155377
31168,1,5989,41009,284383
31169,3,5094,1415,163559
